shot_id,caption,stt_text,audio_tags,start_time,end_time
shot_233,"차량 내부에 두 명의 남성이 앉아 있고, 한 명은 운전석에, 다른 한 명은 그 옆 좌석에 있다. 조수석에 앉은 기우는 스마트폰을 두 손으로 잡고 화면을 응시하고 있다. 운전석의 기택은 몸을 숙여 아래를 바라보고 있으며, 두 손으로 핸들을 잡고 있다. 차량 뒷좌석으로는 정장 차림의 한 남성의 일부 모습이 보인다.",믿는 사람 소개로 연결 연결 이게 베스트인 것 같아요. 일종의 뭐랄까 믿음의 벨트? 이리 와. 회의 중이시네요?,"Speech, Music",00:37:15.346,00:37:31.237
shot_234,"이 이미지는 여러 층으로 이루어진 넓은 자동차 전시장 내부를 위에서 내려다보는 시점으로 보여줍니다. 위층에는 다양한 모델의 차량들이 전시되어 있으며, 한 남성이 은색 차량의 내부를 들여다보고 있고 다른 남성들이 그 주변에 서 있습니다. 투명한 유리 난간이 굽어져 층을 구분하며, 아래층에도 많은 차량들이 진열되어 있고 몇몇 사람들이 움직이는 모습이 보입니다. 전시장 외부의 큰 유리창 너머로는 야외에 주차된 차량들과 거리가 보이며, 한 아이가 걸어가는 모습도 작게 비칩니다.",연결 연결 이게 베스트인 것 같아요. 일종의 뭐랄까 믿음의 벨트? 이게 터치. 그리고 여기가. 이건 터치로 하는 것 같은데. 터치가 아니고 이거 돌리라고 하는 것 같은데. 선생님 어떻게 말씀이 길어지시네요. 아 여기 있다. 회의 중이시네요. 앉아서 기다리시는 거죠.,"Music, Speech",00:37:31.237,00:37:38.494
shot_235,"한 여성이 실내 사무실 공간에서 오른쪽을 향해 걷고 있다. 그녀는 어두운 색 옷을 입고 머리를 묶은 모습이다. 넓은 창문 너머로 다른 건물들이 보이며, 뒤쪽에는 두 사람이 책상에 앉아있다. 실내는 밝은 분위기이며, 사람들이 각자 업무를 수행하는 듯하다.",요게 터치다. 이거야? 그리고 여기가 요건 터치로 하는 것 같은데? 터치가 아니고 이거 돌리라고 하는 것 같은데? 선생님 어떻게 말씀이 길어지시네요. 아 여기있다. 회의 중이시네요? 네. 앉아서 기다리시는 분이세요? 네 안녕하십니까. 네 참.,"Music, Speech",00:37:38.494,00:37:45.001
shot_236,"개방형 사무실 공간에서 정장을 입은 기택이 서서 오른쪽을 바라보고 있다. 화면 왼쪽에는 안경을 쓴 한 여성이 옆을 향해 서 있으며, 그 뒤로 다른 사람들이 보인다. 사무실 내부에는 여러 개의 책상과 의자, 노트북 컴퓨터, 그리고 파일 캐비닛 등이 배치되어 있다. 배경에는 커다란 창문과 함께 다른 사무실 집기들이 위치한다.","아, 좋은데요. 좋은데요. 아, 여기 있다. 이리 와. 회의 중이시네요? 앉아서 기다리시는 거지? 네. 네, 안녕하십니까. 네, 잠시. 왜 이렇게 핸드폰하고 호환이 돼요? 아, 폰하고는 호환이 되지 않죠. 그러니까 지금 이거는 모바일 폰보다 훨씬 더 높은 컴퓨팅 파워가 필요해서.","Music, Speech",00:37:45.001,00:37:52.842
shot_237,"이 이미지는 유리벽으로 된 사무실 또는 회의실 내부의 모습을 보여줍니다. 테이블 주위로 기택과 동익을 포함한 여러 사람들이 앉거나 서 있습니다. 일부는 노트북을 포함한 다양한 장치를 보고 있으며, 기택은 아래를, 동익은 정면을 응시하고 있습니다. 배경에는 'ANOTHER BRICK'이라는 로고가 적힌 벽과 함께 파란색과 흰색 그래픽이 표시된 대형 스크린이 보입니다.",. . . . . . . . . . . . . . . . . . . .,"Music, Speech",00:37:52.842,00:38:05.229
shot_238,"이 이미지는 여러 사람들이 활동하는 사무실 내부를 보여줍니다.
가운데에는 기택이 정장 차림으로 낮은 의자에 앉아 정면을 응시하고 있습니다.
기택 주변으로는 서류를 든 한 남성을 포함하여 여러 사람들이 분주하게 움직이거나 서 있습니다.
화면 전면에는 두 명의 남성이 부분적으로 보이며, 한 남성 앞에는 노트북이 놓여 있습니다.","천 progression 신체적 que,... 하 digno 지금 요거는 모바일 공부자 보신다는 오픈커피팅 파워가 필요해서 이게 뭐 테스트 주행 뭐 그런 거 아니니까요. 그냥 편하게 하시면 돼요. 편하게","Music, Speech",00:38:05.229,00:38:13.946
shot_239,"한 남성이 어두운색 정장 재킷과 바지를 입고 차 안에 앉아있다.
그는 오른손으로 'BRICK'이라는 글자가 부분적으로 새겨진 흰색 머그컵을 들고 있으며, 컵 안에는 검은색 음료가 담겨 있다.
손가락에는 은색 반지가 끼워져 있고, 머그컵 아래로는 차량 내부의 컵 홀더가 보인다.
창밖에서 들어오는 햇빛이 머그컵과 손에 밝게 비치고 있다.",,"Speech, Music",00:38:13.946,00:38:16.866
shot_240,"동익이 차량 뒷좌석에 앉아 오른쪽을 향해 고개를 들고 있다. 그는 어두운색 정장 재킷과 줄무늬 셔츠를 입고 있으며, 입이 약간 벌어져 있다. 차 안은 어두운색 가죽 시트로 보인다. 차량 창문 밖으로는 흐릿하게 보이는 녹색 나무와 숲이 펼쳐져 있다.","아, 폰하고는 호환이 되지 않죠. 지금 이건 모바일콤보다 훨씬 더 높은 컴퓨팅 파워가 필요해서.. 이게 뭐 테스트 중인 그런 건 아니니까요. 그냥 편하게 하시면 돼요. 편하게. 제가 너무 답답해서 나왔습니다. 네, 이해합니다. 아, 와글와글. 사람들한테 시달리시는데.. 차에서라도 고요하게.. 아, 정말?","Speech, Music",00:38:16.866,00:38:20.620
shot_241,"기택이 자동차 운전석에 앉아 운전대를 양손으로 잡고 있다. 그는 오른쪽 창밖을 바라보고 있으며, 입은 살짝 벌어져 있다. 차량은 도로를 달리고 있고, 창밖으로는 흐릿한 도시 풍경이 펼쳐져 있다.",,"Speech, Music",00:38:20.620,00:38:28.544
shot_242,"어두운 차량 내부에서 한 사람의 손이 중앙 대시보드에 있는 화면을 조작하고 있다. 오른손 검지 손가락이 화면 좌측에 있는 아이콘을 누르려는 듯 위치해 있다. 화면 우측에는 도로 지도가 보이고, 좌측에는 '50 m' 등의 글자와 여러 제어 아이콘이 표시되어 있다. 화면 뒤쪽으로는 차량의 계기판 일부가 어렴풋이 보인다.",,"Speech, Music",00:38:28.544,00:38:31.297
shot_243,동익은 차 안에서 옆을 바라보며 환하게 웃고 있다. 그는 줄무늬 셔츠와 검푸른색 정장 재킷을 입고 있다. 창밖으로는 흐릿하게 푸른 나무와 도로가 보인다.,,"Speech, Music",00:38:31.297,00:38:35.509
shot_244,"차량 운전석에 앉은 한 남성의 뒷모습이 보인다.
남성은 양손으로 운전대를 잡고 있으며, 백미러에는 그의 얼굴이 비치고 있다.
차량 내부에는 운전대와 대시보드가 보이며, 밖으로는 도로와 멀리 건물이 늘어선 풍경이 펼쳐져 있다.
밝은 낮 시간대에 차가 도로 위를 달리고 있는 모습이다.",,"Speech, Music",00:38:35.509,00:38:39.847
shot_245,"기택이 차 안에서 운전대를 잡고 있는 모습이 측면으로 보인다.
그는 정장 재킷과 넥타이를 착용하고 있으며, 눈은 가늘게 감겨 있거나 떠 있다.
창밖으로는 흐릿한 도시의 건물들이 배경으로 펼쳐져 있다.
전반적으로 밝은 낮 시간대의 차량 내부 풍경이다.",,"Speech, Music",00:38:39.847,00:38:42.475
shot_246,"동익이 차량 뒷좌석에 앉아 오른쪽 측면이 보이는 자세로 왼쪽을 향해 시선을 두고 있다. 그는 입을 살짝 벌리고 있으며, 줄무늬 셔츠 위에 정장 재킷을 입고 있다. 차량 내부는 어두운 톤의 가죽 시트와 마감재로 되어 있다. 창밖으로는 푸른 나무들과 함께 외부 풍경이 흐릿하게 보인다.","38선 밑으로는 골목까지 환합니다. 핸들밥 30년 가까이 먹다보니까 저절로 그리됐죠. 저도 한가지를 오래 하시는 분들 중요합니다. 사실 이 직업이 단순하다면 단순합니다. 하지만 한 집안의 가장, 한 회사의 총수? 또는 그냥 뭐...","Speech, Music",00:38:42.475,00:38:49.273
shot_247,"차량 내부에서 한 남성이 운전하는 모습이 뒤에서 촬영되었습니다. 남성은 양손으로 운전대를 잡고 있으며, 어두운색 상의와 흰색 셔츠 소매가 보입니다. 룸미러에는 운전하는 남성의 얼굴 일부가 반사되어 나타나 있습니다. 차량 창밖으로는 맑은 하늘 아래 원거리에 건물들이 보이는 도시 풍경과 도로가 펼쳐져 있습니다.","힘들밥 30년 가까이 먹다 보니까 저절로 그리 됐죠 저도 한 가지를 오래 하시는 분들 중요합니다 사실 이 직업이 단순하다면 단순합니다 하지만 한 집안의 가장, 한 회사의 총수 또는 그냥 뭐 고독한 한 남자와 매일 아침 이 길을 떠난다","Speech, Music",00:38:49.273,00:38:52.526
shot_248,"기택이 자동차 운전석에 앉아 운전대를 잡고 있다. 그는 정장 차림에 넥타이를 매고 있으며, 입이 약간 벌어져 있다. 차창 밖으로는 도로와 나무, 그리고 멀리 보이는 건물들이 낮 시간의 풍경을 이루고 있다. 이미지는 기택의 옆모습을 담고 있다.","저도 한 가지를 오래 하시는 분들 중요합니다. 사실 이 직업이 단순하다면 단순합니다. 하지만 한 집안의 가장, 한 회사의 총수? 또는 그냥 뭐 고독한 한 남자와 매일 아침 이 길을 떠난다? 이건 일종의 동행이 아닐까? 이런 마음으로 하루하루 해왔습니다. 세월이 참 빠르네요.","Speech, Music",00:38:52.526,00:38:56.113
shot_249,"동익이 차량 내부에 앉아 오른쪽으로 고개를 돌려 창밖을 바라보고 있다. 그는 어두운색 정장 재킷 위에 흰색 셔츠를 입고 있다. 창밖으로는 흐릿하게 녹색 나뭇잎들과 푸른 하늘이 보이며, 차 안의 어두운 배경과 대비된다. 외부의 밝은 빛이 동익의 얼굴을 비추고 있다.","하지만 한 집안의 가장, 한 회사의 총수 또는 그냥 뭐 고독한 한 남자와 매일 아침 이 길을 떠난다. 이건 일종의 동행이 아닐까? 이런 마음으로 하루하루 해왔습니다. 세월이 참 빠르네요.","Speech, Snake",00:38:56.113,00:38:59.825
shot_250,"기택은 정장 재킷과 셔츠, 줄무늬 넥타이를 착용하고 차량을 운전하고 있다. 그는 운전대를 잡은 채 오른쪽을 향해 고개를 돌리고 있으며, 입을 약간 벌리고 있다. 차량 창밖으로는 푸른 잎이 우거진 나무들이 보인다. 이 장면은 차량 내부에서 운전 중인 기택의 모습을 담고 있다.",한 회사의 총수 또는 그냥 뭐 고독한 한 남자와 매일 아침이 길을 떠난다 이건 일종의 동행이 아닐까 이런 마음으로 하루하루 해왔습니다 세월이 참 빠르네요 역시 코너링이 훌륭하시네요,"Speech, Music",00:38:59.825,00:39:07.958
shot_251,"한 남성이 차량 내부로 보이는 공간에서 흰색 머그컵을 들고 있다. 머그컵 안에는 어두운 갈색 액체가 담겨 있으며, 컵에는 초록색 로고와 'ER BRICK'이라는 글자가 일부 보인다. 이 남성은 줄무늬 셔츠 위에 어두운색 정장 재킷을 입고 있으며, 왼손목에는 시계를 착용하고 있다. 햇빛이 머그컵과 손에 비치고 있다.",고독한 한 남자와 매일 아침이 이 길을 떠난다. 이건 일종의 동행이 아닐까? 이런 마음으로 하루하루 해왔습니다. 세월이 참 빠르네요. 역시 코너리인이 훌륭하시네요. 쉬워 보이도 이런 게 아주 기본적이면서도.,"Music, Tick-tock",00:39:07.958,00:39:09.919
shot_252,"차량 내부 좌석에 앉은 동익이 고개를 살짝 기울인 채 눈을 감고 있다. 그는 정장 상의와 스트라이프 셔츠를 입고 있으며, 셔츠의 윗 단추는 풀려 있다. 창문 밖으로는 흐릿하게 건물과 나무가 보인다. 강한 햇빛이 오른쪽에서 들어와 차량 내부와 동익의 얼굴 일부를 비추고 있다.",이건 일종의 동행이 아닐까? 이런 마음으로 하루하루 해왔습니다. 세월이 참 빠르네요. 역시 코너루인이 훌륭하시네요. 쉬워 보이도 이런 게 아주 기본적이면서도 생긴 건 둥글둥글한데 그년이 속...,"Speech, Music",00:39:09.919,00:39:14.590
shot_253,기택이 차량 운전석에 앉아 핸들을 잡고 있다. 그는 정장 상의와 주황색 넥타이를 착용하고 있다. 얼굴은 오른쪽을 향하고 있으며 입이 약간 벌어져 있다. 차창 밖으로는 여러 채의 높은 건물들이 보인다.,역시 코너루인이 훌륭하시네요.,"Speech, Music",00:39:14.590,00:39:20.596
shot_254,"기정이 어두운 배경 앞에 서 있으며, 고개를 오른쪽으로 돌려 시선을 향하고 있다. 그녀는 검은색 셔츠를 입고 있으며, 어깨까지 오는 갈색 머리카락을 가지고 있다. 기정의 왼쪽에는 어두운 색 갓을 쓴 스탠드 조명이 켜져 있고, 오른쪽 뒤로는 검은색 계단이 위로 길게 뻗어 있다. 주변 벽은 갈색 톤의 사각형 패널들로 구성되어 있다.",역시 코너루인이 훌륭하시네요.,"Music, Speech",00:39:20.596,00:39:23.891
shot_255,"화면 중앙과 오른쪽에 붉은빛이 도는 갈색의 흐릿한 형체가 크게 보이며 장면의 일부를 가리고 있다. 흐릿한 형체 뒤편 왼쪽으로는 어두운색의 현대적인 주방이 보이며, 싱크대 위에 여러 주방용품이 놓여 있다. 주방 맞은편에는 긴 나무 식탁과 여러 개의 나무 의자가 놓여 있고, 식탁 위에는 찻잔과 작은 접시에 담긴 음식들이 올려져 있다. 식탁 뒤편 벽에는 와인병들이 진열된 진열장과 어두운 액자가 보인다.",아 쉬워보이도 이런게 아주 기본적이면서도 생긴건 둥글둥글한데 그년이 속은 아주 둥글앵이야 어떨때는 사모님 행세를 할 때도 있어 지가 맞아 그리고 그 집 사람들 통틀어서 그 집에서 제일 오래 산 것도 그 여자야 원래 거기에 살던 그 여자야,"Speech, Music",00:39:23.891,00:39:27.686
shot_256,"테이블 위에 펼쳐진 책 한 권이 놓여 있으며, 옆에는 여러 개의 노트가 쌓여 있다.
책 옆에는 파란색 손잡이가 달린 포크와 나이프가 놓인 하얀색 접시가 보인다.
이 접시 위에는 껍질째 썰린 사과, 초록색 포도, 키위, 오렌지, 그리고 멜론 등 다양한 종류의 과일이 보기 좋게 담겨 있다.
한 사람의 손이 접시의 가장자리를 잡고 있다.","생긴 건 둥글둥글한데 그년이 속은 아주 둥구렝이야. 어떨 때는 사모님 행세라 할 때도 있어, 지가. 맞아. 그리고 그 집 사람들 통틀어서 그 집에서 제일 오래 산 것도 그 여자야. 원래 거기에 살던 그, 그 누구야? 그 건축가 남궁연자 선생.","Speech, Music",00:39:27.686,00:39:31.732
shot_257,"세 명의 인물이 실내 공간에서 함께 있는 모습이다.
왼쪽에 있는 다혜는 고개를 숙인 채 아래를 향하고 있다.
중앙의 문광은 안경을 착용한 채 다혜 쪽을 바라보고 있다.
오른쪽에는 옆모습의 한 남성이 손을 턱 부근에 대고 있으며, 뒤편으로는 고양이 장식품들이 놓여 있다.","혹은 아주 능구랭이야. 어떨 때는 사모님 행세라 할 때도 있어, 지가. 맞아. 그리고 그 집 사람들 통틀어서 그 집에서 제일 오래 산 것도 그 여자야. 원래 거기에 살던 그, 그 누구야? 그 건축가 남궁현자 선생. 그 집 가정부를 하다가 그걸 계속 이어서 다인의 가정부를 하다가","Speech, Music",00:39:31.732,00:39:36.111
shot_258,"기우가 오른쪽 측면을 향한 채 화면 오른쪽에 위치해 있다. 그는 손에 펜으로 보이는 길고 가는 물체를 쥐고 있다. 배경은 어두운 갈색 톤이며, 왼편에는 흐릿한 형상들이 놓여 있다. 이 장면은 어둡고 차분한 실내 분위기를 보여준다.",또 지각 맞아 그리고 그 집 사람들 통틀어서 그 집에서 제일 오래 산 것도 그 여자야 원래 거기에 살던 그 누구야? 그 건축가 남궁연자 선생 그 집 가정부를 하다가 그걸 계속 이어서 다인의 가정부까지 하고 있는 거지 남궁연자 선생이 이사가면서 그 아줌마를 소개시켜준 거야,"Speech, Music",00:39:36.111,00:39:38.572
shot_259,"문광이 고개를 숙인 채 아래쪽을 응시하고 있다. 그녀는 안경을 착용하고 있으며, 머리카락은 위로 넘겨져 있다. 올리브색 상의를 입고 있으며 가슴 부분에 어두운 원형 장식이 보인다. 배경은 어두운 문틀과 연두색 벽으로 이루어져 있고, 연두색 벽의 한쪽 부분이 밝게 비추어지고 있다.",통틀어서 그 집에서 제일 오래 산 것도 그 여자야 원래 거기에 살던 그 누구야? 그 건축가 남궁연자 선생 그 집 가정부를 하다가 그걸 계속 이어서 다인의 가정부까지 하고 있는 거지 남궁연자 선생이 이사 가면서 그 아줌마를 소개시켜준 거야 박사장 부부한테 이 집 관리 정말 잘하는 아줌마니까 계속 쓰시죠 그러면서,"Speech, Music",00:39:38.572,00:39:41.658
shot_260,"어두운 실내 공간에 액자에 담긴 문서가 중앙에 놓여 있으며, 액자 왼쪽으로는 붉은빛이 감도는 여러 개의 유리관들이 놓여 있다. 액자 속 문서는 상단에 흑백 사진이, 하단에는 한국어 텍스트가 인쇄된 형태이다. 흑백 사진에는 야외 테이블에 앉아 있는 여러 사람들이 보이며, 그중 한 사람의 발밑에는 작은 개 한 마리가 있다. 액자 오른쪽으로는 세로로 정돈된 책들이 여러 권 놓여 있다.",그 누구야? 그 건축가 남궁연자 선생. 그 집 가정부를 하다가 그걸 계속 이어서 다인의 가정부까지 하고 있는 거지. 남궁연자 선생이 이사가면서 그 아줌마를 소개시켜준 거야. 박사장 부부한테. 이 집 관리 정말 잘하는 아줌마니까 계속 쓰시죠 그러면서. 집주인은 바뀌었는데 가정부는 안 바뀐 케이스구만.,"Speech, Music",00:39:41.658,00:39:46.747
shot_261,"모던한 욕실에서 한 남성이 흰색 욕조에 기대어 쉬고 있다. 남성 뒤로는 수직 블라인드가 설치된 창문이 보이며, 그의 오른쪽 옆 작은 테이블 위에는 여러 병과 겹쳐진 수건들이 놓여 있다. 욕실 왼쪽 벽에는 도시 야경과 함께 한국어 텍스트가 표시된 TV 화면이 걸려 있고, 그 아래에는 나무 선반이 있다. 어두운 타일 바닥 위에는 작은 발매트가 놓여 있으며, 오른쪽으로는 나무로 된 수납장들이 길게 이어져 있다.",그 집 가정부를 하다가 그걸 계속 이어서 다인의 가정부까지 하고 있는 거지. 남궁연자 선생님이 이사가면서 그 아줌마를 소개시켜준 거야. 박사장 부부한테. 이 집 관리 정말 잘하는 아줌마니까 계속 쓰시죠 그러면서. 집주인은 바뀌었는데 가정부는 안 바뀐 케이스구만. 좋은 일자리 꽉 움켜주고 안 눕는 거야. 그런 여자를 도연해려면 우리도 뭔가 준비를 해야겠다. 그치?,"Speech, Music",00:39:46.747,00:39:51.835
shot_262,"어두운 공간의 중앙에는 액자가 놓여 있으며, 액자 속 흑백 사진에는 한 남성이 팔짱을 낀 채 현대식 건물 앞에 서 있다. 남성은 둥근 안경을 쓰고 옅은 무늬의 셔츠와 바지를 입고 있으며, 사진 배경에는 대나무 잎과 잔디밭이 보인다. 액자 오른쪽에는 두 단으로 된 어두운색 책장이 보이며, 위 칸에는 연한 색 책들이 일렬로 정돈되어 있고, 아래 칸에는 인물들의 얼굴 사진과 글자가 있는 다양한 색상의 책들이 꽂혀 있다. 전체적으로 어두운 공간에 액자 속 사진에만 조명이 비치고 있어 대비를 이룬다.",가정부까지 하고 있는 거지. 남궁연자 선생님이 이사가면서 그 아줌마를 소개시켜준 거야. 박사장 부부한테. 이 집 관리 정말 잘하는 아줌마니까 계속 쓰시죠 그러면서. 집주인은 바뀌었는데 가정부는 안 바뀐 케이스구만. 좋은 일자리 꽉 움켜주고 안 웃는 거야. 그런 여자를 도연해려면 우리도 뭔가 준비를 해야겠다. 그치. 계획이 있어야 돼.,"Speech, Music",00:39:51.835,00:39:55.255
shot_263,"한 음식점에서 기정, 기우, 충숙 세 사람이 테이블에 앉아 있다. 기정은 기우를 바라보고 있고, 기우는 팔짱을 낀 채 기정을 마주 보고 있다. 충숙은 테이블에 앉아 옆을 향하고 있으며, 한 여성은 쟁반을 들고 그들 뒤편에 서 있다. 배경에는 피자 상자들이 높이 쌓여 있고 피자 광고 포스터들이 벽에 붙어 있다.",박사장 부부한테 이집 관리 정말 잘하는 아줌마니까 계속 쓰시죠 그러면서 집주인은 바뀌었는데 가정부는 안 바뀐 케이스구만 좋은 일자리 꽉 움켜주고 안 웃는 거야 그런 여자를 도연해려면 우리도 뭔가 준비를 해야겠다 그치 계획이 있어야 돼 복숭아 먹고 싶다 난 복숭아 제일 좋아하는데 깎아달라고 하지 왜,"Speech, Music",00:39:55.255,00:40:03.680
shot_264,"어두운 배경 위 둥근 나무 도마에 놓인 피자가 보인다. 피자는 치즈, 햄, 파인애플, 옥수수 등의 토핑으로 가득하며 여러 조각으로 잘려 있다. 한 손이 ""HOT SAUCE""라고 적힌 빨간색 소스 팩을 쥐고 피자 위에 소스를 뿌리고 있다. 테이블 위에는 피자 옆으로 은색 포크와 검은색 포크가 놓여 있다.","집주인은 바뀌었는데 가정부는 안 바뀐 케이스구만 좋은 일자리 꽉 움켜주고 안 웃는 거야 그런 여자를 도연해내려면 우리도 뭔가 준비를 해야겠다 그치, 계획이 있어야 돼 복숭아 먹고 싶다. 난 복숭아 제일 좋아하는데 깎아달라고 하지 우리 집은 복숭아는 못 먹어요. 금지괄","Speech, Music",00:40:03.680,00:40:07.059
shot_265,"다혜는 턱에 손을 괸 채 왼쪽을 응시하고 있다. 한 남성이 포크에 꽂힌 멜론 조각을 들고 다혜를 향하고 있다. 두 사람의 뒤편으로는 책들이 가득한 책장이 배경으로 보인다. 이 장면은 실내에서 촬영되었으며, 전체적으로 차분한 분위기이다.",좋은 일자리 꽉 움켜주고 안 웃는 거야. 그런 여자를 도연해내려면 우리도 뭔가 준비를 해야겠다. 그치. 계획이 있어야 돼. 복숭아 먹고 싶다. 난 복숭아찜 좋아하는데. 꽉꽉 달라고 하지 왜. 우리 집은 복숭아는 못 먹어요. 금지괄.,"Speech, Music",00:40:07.059,00:40:12.147
shot_266,"한 남성인 기우가 포크에 꽂힌 연두색 조각을 입에 넣고 있는 모습이다. 그는 밝은 색 셔츠를 입고 있으며, 화면 왼쪽에는 흐릿하게 보이는 한 사람이 기우를 마주보고 있다. 배경에는 물품들로 채워진 선반이 흐릿하게 보이며, 전반적으로 어두운 실내 공간으로 추정된다.",계획이 있어야 돼 복숭아 먹고 싶다 난 복숭아 제일 좋아하는데 깎아달라고 하지 왜 우리 집은 복숭아는 못 먹어요 금지괄 그러니까,"Speech, Music",00:40:12.147,00:40:16.652
shot_267,"기정은 좁은 오르막길을 따라 걸어가고 있으며, 팔을 살짝 벌리고 있다.
왼쪽에는 알록달록한 파라솔 아래에 다양한 과일과 음료가 진열된 노점이 보인다.
오른쪽으로는 낡은 건물들이 이어져 있고, 길 저편에는 차량 한 대와 한 사람이 더 보인다.
전선들이 복잡하게 얽혀 있는 골목길은 햇볕을 받아 밝은 모습이다.",복숭아 먹고 싶다. 난 복숭아찜을 좋아하는데. 꽉꽉 달라고 하지 왜. 우리 집은 복숭아는 못 먹어요. 금지괄. 그러니까 다혜한테서 들은 바에 의하면 그 아줌마가 엄청 심한 복숭아 알러지...,"Music, Violin, fiddle",00:40:16.652,00:40:21.365
shot_268,"한 여성이 야외에서 오른손으로 연한 색의 복숭아를 들고 서 있습니다.
그녀는 복숭아를 위로 들어 올린 채 올려다보고 있으며, 입술은 살짝 벌어져 있습니다.
갈색 머리카락과 복숭아에는 강한 햇빛이 비치고 있습니다.
배경으로는 흐릿한 도로와 차량이 보이고, 왼쪽에는 흰색 벽이 있습니다.",우리 집은 복숭아는 못 먹어요. 금지괄. 그러니까 다혜한테서 들은 바에 의하면 그 아줌마가 엄청 심한 복숭아 알레르기가 있다는 거야. 그 왜 복숭아 그 겉에가 완전 다 털이잖아.,"Music, Speech",00:40:21.365,00:40:24.659
shot_269,"한 남성이 좁은 골목길의 낮은 벽 위에 쭈그리고 앉아있다.
그는 어두운 상의와 반바지를 입고 손에 든 무언가를 내려다보고 있으며, 다리는 앞쪽으로 길게 뻗어 있다.
왼편으로는 건물 벽에 창문, 에어컨 실외기, 그리고 둥근 바구니가 걸려 있고, 오른쪽 벽은 어둡게 그림자가 져 있다.
햇살이 비추는 골목길의 저 멀리로는 다른 건물들과 복잡하게 얽힌 전선들이 밝은 하늘 아래 보인다.",그 아줌마가 엄청 심한 복숭아 알레르기가 있다는 거야. 그 왜 복숭아 그 겉에가 완전 다 털이잖아. 그 털 1미터 근처만 가도 온몸이 새빨개지고.,"Speech, Music",00:40:24.659,00:40:29.081
shot_270,"한 사람이 푸른색 긴팔 셔츠를 입은 채 두 손으로 연분홍빛이 도는 복숭아 하나를 들고 있다. 오른손 엄지와 검지 사이에는 가느다란 은색 침이 잡혀 있으며, 그 끝이 복숭아 표면에 닿아 있는 모습이다. 복숭아는 옅은 색에 솜털이 보이며, 배경에는 피부가 드러난 팔 또는 다리가 흐릿하게 보인다. 강한 빛이 왼쪽에서 비추어 사물과 피부에 뚜렷한 명암 대비를 형성하고 있다.",그러니까 다혜한테서 들은 바에 의하면 그 아줌마가 엄청 심한 복숭아 알레르기가 있다는 거야 그 왜 복숭아 그 겉에가 완전 다 털이잖아 그 털이 1미터 근처만 가도 온 몸이 새빨개지고 호흡 곤란에 천식에,"Speech, Music",00:40:29.081,00:40:34.294
shot_271,현대적인 건축물과 푸른 잔디밭이 있는 야외 공간에 두 사람과 두 마리 개가 있다. 기우는 줄무늬 셔츠와 백팩을 메고 미소를 지으며 발판 위를 걸어오고 있다. 화면 왼쪽에 등을 보이며 웅크려 앉아 있는 한 남성 앞에는 두 마리의 작은 개가 있다. 주변에는 잘 가꿔진 조경수와 건물의 나무 및 콘크리트 외벽이 보인다.,다혜한테서 들은 바에 의하면 그 아줌마가 엄청 심한 복숭아 알레르기가 있다는 거야. 그 왜 복숭아 그 겉에가 완전 다 털이잖아. 그 털이 1미터 근처만 가도 온몸이 새빨개지고 호흡곤란에 천식에 아주 쌩 난리가 난다네.,"Speech, Music",00:40:34.294,00:40:38.298
shot_272,"한 사람이 오른손으로 어둡고 직사각형 형태의 물체를 들고 있습니다. 손가락과 물체 표면에는 얼룩이 보이며, 이 사람은 연한 녹색과 흰색 줄무늬 셔츠를 입고 있습니다. 배경으로는 흐릿한 녹색 식물들과 어두운 색의 건물 구조물이 보입니다. 전반적으로 차분하고 어두운 조명 아래 물체를 든 손이 선명하게 부각되어 있습니다.",알레르기가 있다는 거야. 그 왜 복숭아 그 겉에가 완전 다 털이잖아. 그 털이 1m 근처만 가도 온몸이 새빨개지고 호흡곤란에 천식에 아주 쌩 난리가 난다네. 할 거 ugh,"Music, Speech",00:40:38.298,00:40:40.467
shot_273,한 남성의 손이 한 여성의 머리 뒤쪽을 부드럽게 만지고 있습니다. 안경을 착용한 여성은 옆에 있는 흰색과 갈색 털을 가진 강아지에게 손으로 무언가를 건네고 있습니다. 강아지는 여성의 손을 올려다보며 먹이를 받아먹는 모습입니다. 전체 장면은 푸른 잔디밭을 배경으로 하고 있습니다.,그 털이 1m 근처만 가도 온몸이 새빨개지고 호흡곤란에 천식에 아주 쌩 난리가 난다네. 아니야 아니야 아니야 복숭아가 전혀 없는데 그랬다니까. 어 진짜 내 말이.,"Music, Speech",00:40:40.467,00:40:43.845
shot_274,"경사진 도로 위에 기우가 서서 아래를 내려다보고 있다. 그는 줄무늬 반팔 셔츠를 입고 검은색 배낭을 메고 있으며, 양손으로 가는 물체를 잡고 있다. 장면 왼쪽에는 붉은 벽돌 건물과 작은 관목이 보이고, 오른쪽에는 어두운색 벽이 길을 따라 이어져 있다. 배경에는 더 많은 건물과 푸른 나무들이 흐릿하게 펼쳐져 있다.",호흡곤란에 천식에 아주 쌩 난리가 난다네 아니 아니 아니 복숭아가 전혀 없는데 그랬다니까 어 진짜 내 말이 아니 원래 이런 증상이 이렇게 나타나면은 방으로 냅다 뛰어들어가지고 약을 먹으면 되는데 갑자기 이러니까 뭐 경황이 없어서 내가 방에 어디다 뒀는지 모르겠더라고,"Music, Speech",00:40:43.845,00:40:47.766
